t_rel_s,sim_joint3_deg,real_joint3_deg
0.0000,-109.4158,-109.4158
0.0040,-109.4158,-109.4158
0.0080,-109.4158,-109.4158
0.0120,-109.4158,-109.4158
0.0160,-109.4158,-109.4158
0.0200,-109.4158,-109.4158
0.0240,-109.4158,-109.4158
0.0280,-109.4158,-109.4158
0.0320,-109.4158,-109.4158
0.0360,-109.4158,-109.4158
0.0400,-109.4158,-109.4158
0.0440,-109.4158,-109.4158
0.0480,-109.4158,-109.4158
0.0520,-109.4158,-109.4158
0.0560,-109.4158,-109.4158
0.0600,-109.4158,-109.4158
0.0640,-109.4158,-109.4158
0.0680,-109.4158,-109.4158
0.0720,-109.4158,-109.4158
0.0760,-109.4158,-109.4158
0.0800,-109.4158,-109.4158
0.0840,-109.4158,-109.4158
0.0880,-109.4158,-109.4158
0.0920,-109.4158,-109.4158
0.0960,-109.4158,-109.4158
0.1000,-109.4158,-109.4158
0.1040,-109.4158,-109.4158
0.1080,-109.4158,-109.4158
0.1120,-109.4158,-109.4158
0.1160,-109.4158,-109.4158
0.1200,-109.4158,-109.4158
0.1240,-109.4158,-109.4158
0.1280,-109.4158,-109.4158
0.1320,-109.4158,-109.4158
0.1360,-109.4158,-109.4158
0.1400,-109.4158,-109.4158
0.1440,-109.4158,-109.4158
0.1480,-109.4158,-109.4158
0.1520,-109.4158,-109.4158
0.1560,-109.4158,-109.4158
0.1600,-109.4158,-109.4158
0.1640,-109.4158,-109.4158
0.1680,-109.4158,-109.4158
0.1720,-109.4158,-109.4158
0.1760,-109.4158,-109.4158
0.1800,-109.4158,-109.4158
0.1840,-109.4158,-109.4158
0.1880,-109.4158,-109.4158
0.1920,-109.4158,-109.4158
0.1960,-109.4158,-109.4158
0.2000,-109.4158,-109.4158
0.2040,-109.4158,-109.4158
0.2080,-109.4158,-109.4158
0.2120,-109.4158,-109.4158
0.2160,-109.4158,-109.4158
0.2200,-109.4158,-109.4158
0.2240,-109.4158,-109.4158
0.2280,-109.4158,-109.4158
0.2320,-109.4158,-109.4158
0.2360,-109.4158,-109.4158
0.2400,-109.4158,-109.4158
0.2440,-109.4158,-109.4158
0.2480,-109.4158,-109.4158
0.2520,-109.4158,-109.4158
0.2560,-109.4158,-109.4158
0.2600,-109.4158,-109.4158
0.2640,-109.4158,-109.4158
0.2680,-109.4158,-109.4158
0.2720,-109.4158,-109.4158
0.2760,-109.4158,-109.4158
0.2800,-109.4158,-109.4158
0.2840,-109.4158,-109.4158
0.2880,-109.4158,-109.4158
0.2920,-109.4158,-109.4158
0.2960,-109.4158,-109.4158
0.3000,-109.4158,-109.4158
0.3040,-109.4158,-109.4158
0.3080,-109.4158,-109.4158
0.3120,-109.4158,-109.4158
0.3160,-109.4158,-109.4158
0.3200,-109.4158,-109.4158
0.3240,-109.4158,-109.4158
0.3280,-109.4158,-109.4158
0.3320,-109.4158,-109.4158
0.3360,-109.4158,-109.4158
0.3400,-109.4158,-109.4158
0.3440,-109.4158,-109.4158
0.3480,-109.4158,-109.4158
0.3520,-109.4158,-109.4158
0.3560,-109.4158,-109.4158
0.3600,-109.4158,-109.4158
0.3640,-109.4158,-109.4158
0.3680,-109.4158,-109.4158
0.3720,-109.4158,-109.4158
0.3760,-109.4158,-109.4158
0.3800,-109.4158,-109.4158
0.3840,-109.4158,-109.4158
0.3880,-109.4158,-109.4158
0.3920,-109.4158,-109.4158
0.3960,-109.4158,-109.4158
0.4000,-109.4158,-109.4158
0.4040,-109.4158,-109.4158
0.4080,-109.4158,-109.4158
0.4120,-109.4158,-109.4158
0.4160,-109.4158,-109.4158
0.4200,-109.4158,-109.4158
0.4240,-109.4158,-109.4158
0.4280,-109.4158,-109.4158
0.4320,-109.4158,-109.4158
0.4360,-109.4158,-109.4158
0.4400,-109.4158,-109.4158
0.4440,-109.4158,-109.4158
0.4480,-109.4158,-109.4158
0.4520,-109.4158,-109.4158
0.4560,-109.4158,-109.4158
0.4600,-109.4158,-109.4158
0.4640,-109.4158,-109.4158
0.4680,-109.4158,-109.4158
0.4720,-109.4158,-109.4158
0.4760,-109.4158,-109.4158
0.4800,-109.4158,-109.4158
0.4840,-109.4158,-109.4158
0.4880,-109.4158,-109.4158
0.4920,-109.4158,-109.4158
0.4960,-109.4158,-109.4158
0.5000,-109.4158,-109.4158
0.5040,-109.4158,-109.4158
0.5080,-109.4158,-109.4158
0.5120,-109.4158,-109.4158
0.5160,-109.4158,-109.4158
0.5200,-109.4158,-109.4158
0.5240,-109.4158,-109.4158
0.5280,-109.4158,-109.4158
0.5320,-109.4158,-109.4158
0.5360,-109.4158,-109.4158
0.5400,-109.4158,-109.4158
0.5440,-109.4158,-109.4158
0.5480,-109.4158,-109.4158
0.5520,-109.4158,-109.4158
0.5560,-109.4158,-109.4158
0.5600,-109.4158,-109.4158
0.5640,-109.4158,-109.4158
0.5680,-109.4158,-109.4158
0.5720,-109.4158,-109.4158
0.5760,-109.4158,-109.4158
0.5800,-109.4158,-109.4158
0.5840,-109.4158,-109.4158
0.5880,-109.4158,-109.4158
0.5920,-109.4158,-109.4158
0.5960,-109.4158,-109.4158
0.6000,-109.4158,-109.4158
0.6040,-109.4158,-109.4158
0.6080,-109.4158,-109.4158
0.6120,-109.4158,-109.4158
0.6160,-109.4158,-109.4158
0.6200,-109.4158,-109.4158
0.6240,-109.4158,-109.4158
0.6280,-109.4158,-109.4158
0.6320,-109.4158,-109.4158
0.6360,-109.4158,-109.4158
0.6400,-109.4158,-109.4158
0.6440,-109.4158,-109.4158
0.6480,-109.4158,-109.4158
0.6520,-109.4158,-109.4158
0.6560,-109.4158,-109.4158
0.6600,-109.4158,-109.4158
0.6640,-109.4158,-109.4158
0.6680,-109.4158,-109.4158
0.6720,-109.4158,-109.4158
0.6760,-109.4158,-109.4158
0.6800,-109.4158,-109.4158
0.6840,-109.4158,-109.4158
0.6880,-109.4158,-109.4158
0.6920,-109.4158,-109.4158
0.6960,-109.4158,-109.4158
0.7000,-109.4158,-109.4158
0.7040,-109.4158,-109.4158
0.7080,-109.4158,-109.4158
0.7120,-109.4158,-109.4158
0.7160,-109.4158,-109.4158
0.7200,-109.4158,-109.4158
0.7240,-109.4158,-109.4158
0.7280,-109.4158,-109.4158
0.7320,-109.4158,-109.4158
0.7360,-109.4158,-109.4158
0.7400,-109.4158,-109.4158
0.7440,-109.4158,-109.4158
0.7480,-109.4158,-109.4158
0.7520,-109.4158,-109.4158
0.7560,-109.4158,-109.4158
0.7600,-109.4158,-109.4158
0.7640,-109.4158,-109.4158
0.7680,-109.4158,-109.4158
0.7720,-109.4158,-109.4158
0.7760,-109.4158,-109.4158
0.7800,-109.4158,-109.4158
0.7840,-109.4158,-109.4158
0.7880,-109.4158,-109.4158
0.7920,-109.4158,-109.4158
0.7960,-109.4158,-109.4158
0.8000,-109.4158,-109.4158
0.8040,-109.4158,-109.4158
0.8080,-109.4158,-109.4158
0.8120,-109.4158,-109.4158
0.8160,-109.4158,-109.4158
0.8200,-109.4158,-109.4158
0.8240,-109.4158,-109.4158
0.8280,-109.4158,-109.4158
0.8320,-109.4158,-109.4158
0.8360,-109.4158,-109.4158
0.8400,-109.4158,-109.4158
0.8440,-109.4158,-109.4158
0.8480,-109.4158,-109.4158
0.8520,-109.4158,-109.4158
0.8560,-109.4158,-109.4158
0.8600,-109.4158,-109.4158
0.8640,-109.4158,-109.4158
0.8680,-109.4158,-109.4158
0.8720,-109.4158,-109.4158
0.8760,-109.4158,-109.4158
0.8800,-109.4158,-109.4158
0.8840,-109.4158,-109.4158
0.8880,-109.4158,-109.4158
0.8920,-109.4158,-109.4158
0.8960,-109.4158,-109.4158
0.9000,-109.4158,-109.4158
0.9040,-109.4158,-109.4158
0.9080,-109.4158,-109.4158
0.9120,-109.4158,-109.4158
0.9160,-109.4158,-109.4158
0.9200,-109.4158,-109.4158
0.9240,-109.4158,-109.4158
0.9280,-109.4158,-109.4158
0.9320,-109.4158,-109.4158
0.9360,-109.4158,-109.4158
0.9400,-109.4158,-109.4158
0.9440,-109.4158,-109.4158
0.9480,-109.4158,-109.4158
0.9520,-109.4158,-109.4158
0.9560,-109.4158,-109.4158
0.9600,-109.4158,-109.4158
0.9640,-109.4158,-109.4158
