t_rel_s,sim_joint3_deg,real_joint3_deg
0.0000,-123.0022,-123.0000
0.0040,-123.0022,-123.0000
0.0080,-123.0022,-123.0000
0.0120,-123.0022,-123.0000
0.0160,-123.0022,-123.0000
0.0200,-123.0022,-123.0000
0.0240,-123.0022,-123.0000
0.0280,-123.0022,-123.0000
0.0320,-123.0022,-123.0000
0.0360,-123.0022,-123.0000
0.0400,-123.0022,-123.0000
0.0440,-123.0022,-123.0000
0.0480,-123.0022,-123.0000
0.0520,-123.0022,-123.0000
0.0560,-123.0022,-123.0000
0.0600,-123.0022,-123.0000
0.0640,-123.0022,-123.0000
0.0680,-123.0022,-123.0000
0.0720,-123.0022,-123.0000
0.0760,-123.0022,-123.0000
0.0800,-123.0022,-123.0000
0.0840,-123.0022,-123.0000
0.0880,-123.0022,-123.0000
0.0920,-123.0022,-123.0000
0.0960,-123.0022,-123.0000
0.1000,-123.0022,-123.0000
0.1040,-123.0022,-123.0000
0.1080,-123.0022,-123.0000
0.1120,-123.0022,-123.0000
0.1160,-123.0022,-123.0000
0.1200,-123.0022,-123.0000
0.1240,-123.0022,-123.0000
0.1280,-123.0022,-123.0000
0.1320,-123.0022,-123.0000
0.1360,-123.0022,-123.0000
0.1400,-123.0022,-123.0000
0.1440,-123.0022,-123.0000
0.1480,-123.0022,-123.0000
0.1520,-123.0022,-123.0000
0.1560,-123.0022,-123.0000
0.1600,-123.0022,-123.0000
0.1640,-123.0022,-123.0000
0.1680,-123.0022,-123.0000
0.1720,-123.0022,-123.0000
0.1760,-123.0022,-123.0000
0.1800,-123.0022,-123.0000
0.1840,-123.0022,-123.0000
0.1880,-123.0022,-123.0000
0.1920,-123.0022,-123.0000
0.1960,-123.0022,-123.0000
0.2000,-123.0022,-123.0000
0.2040,-123.0022,-123.0000
0.2080,-123.0022,-123.0000
0.2120,-123.0022,-123.0000
0.2160,-123.0022,-123.0000
0.2200,-123.0022,-123.0000
0.2240,-123.0022,-123.0000
0.2280,-123.0022,-123.0000
0.2320,-123.0022,-123.0000
0.2360,-123.0022,-123.0000
0.2400,-123.0022,-123.0000
0.2440,-123.0022,-123.0000
0.2480,-123.0022,-123.0000
0.2520,-123.0022,-123.0000
0.2560,-123.0022,-123.0000
0.2600,-123.0022,-123.0000
0.2640,-123.0022,-123.0000
0.2680,-123.0022,-123.0000
0.2720,-123.0022,-123.0000
0.2760,-123.0022,-123.0000
0.2800,-123.0022,-123.0000
0.2840,-123.0022,-123.0000
0.2880,-123.0022,-123.0000
0.2920,-123.0022,-123.0000
0.2960,-123.0022,-123.0000
