t_mono_s,source,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad
2181.388860,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.389243,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.389409,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.389556,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.389694,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.389839,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390120,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390282,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390444,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390577,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390708,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.390943,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391169,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391335,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391485,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391627,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391756,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.391944,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.392171,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.392427,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.392556,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.392680,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.392802,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393014,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393172,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393356,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393499,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393666,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393853,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.393992,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.394135,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.394268,sim,1.618570,0.015588,-2.384778,0.723620,-1.576856,0.116893
2181.394395,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.394520,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.394650,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.394776,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.394897,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395056,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395236,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395403,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395591,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395736,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.395873,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396019,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396162,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396297,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396436,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396577,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396715,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396857,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.396998,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.397170,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.397399,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.397631,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.397842,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
2181.398036,sim,1.618570,0.015588,-2.384778,0.723620,-1.576855,0.116893
