t_mono_s,source,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad
2723.358554,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.358889,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.359146,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.359416,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.359643,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.359833,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.359995,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360152,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360292,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360438,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360585,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360717,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360855,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.360988,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361139,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361272,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361430,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361570,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361702,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361831,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.361961,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362106,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362239,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362372,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362504,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362635,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362784,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.362935,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363082,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363218,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363348,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363517,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363653,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.363872,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364109,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364272,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364408,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364564,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364728,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.364876,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365046,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365186,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365333,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365475,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365617,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.365757,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366073,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366217,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366346,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366472,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366658,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.366861,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367053,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367255,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367389,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367514,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367639,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367771,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.367897,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368029,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368157,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368282,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368410,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368529,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368647,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368766,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.368886,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369011,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369197,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369336,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369465,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369591,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369716,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369840,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.369964,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370101,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370229,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370354,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370475,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370600,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370806,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.370984,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.371153,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.371282,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.375557,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.378761,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.382965,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.386724,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.390740,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.394799,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.398734,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.402807,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.406707,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.410719,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.414733,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.418633,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.422683,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.426732,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.430669,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.434567,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.438596,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.442728,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.446657,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.450625,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.454604,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.458590,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.462633,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.466536,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.470546,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.474628,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.478595,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.482672,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.486554,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.490548,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.494522,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.498480,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.502596,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.506624,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.510542,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.514492,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.518448,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.522605,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.526461,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.530475,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.534495,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.538418,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.542519,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.546396,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.550408,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.554447,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
2723.558415,sim,1.535822,0.222965,-1.909666,0.691244,-1.507635,0.116884
