t_mono_s,source,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad
2210.842102,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.842359,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.842673,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.842891,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843053,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843216,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843358,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843499,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843648,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843838,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.843982,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844180,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844389,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844540,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844680,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844849,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.844994,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.845191,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.845516,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.845650,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.845780,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.845909,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846048,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846178,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846315,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846447,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846576,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846701,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846830,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.846955,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.847168,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.847357,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.847531,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.847701,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.847869,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848038,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848199,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848339,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848489,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848626,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848798,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.848939,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.849084,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
2210.849218,sim,1.618459,0.015510,-2.163165,0.179640,-1.507639,0.116890
