t_rel_s,sim_joint4_deg,real_joint4_deg
0.0000,26.3138,26.3137
0.0040,26.3138,26.3137
0.0080,26.3138,26.3137
0.0120,26.3138,26.3137
0.0160,26.3138,26.3137
0.0200,26.3138,26.3137
0.0240,26.3138,26.3137
0.0280,26.3138,26.3137
0.0320,26.3138,26.3137
0.0360,26.3138,26.3137
0.0400,26.3138,26.3137
0.0440,26.3138,26.3137
0.0480,26.3138,26.3137
0.0520,26.3138,26.3137
0.0560,26.3138,26.3137
0.0600,26.3138,26.3137
0.0640,26.3138,26.3137
0.0680,26.3138,26.3137
0.0720,26.3138,26.3137
0.0760,26.3138,26.3137
0.0800,26.3138,26.3137
0.0840,26.3138,26.3137
0.0880,26.3138,26.3137
0.0920,26.3138,26.3137
0.0960,26.3138,26.3137
0.1000,26.3138,26.3137
0.1040,26.3138,26.3137
0.1080,26.3138,26.3137
0.1120,26.3138,26.3137
0.1160,26.3138,26.3137
0.1200,26.3138,26.3137
0.1240,26.3138,26.3137
0.1280,26.3138,26.3137
0.1320,26.3138,26.3137
0.1360,26.3138,26.3137
0.1400,26.3138,26.3137
0.1440,26.3138,26.3137
0.1480,26.3138,26.3137
0.1520,26.3138,26.3137
0.1560,26.3138,26.3137
0.1600,26.3138,26.3137
0.1640,26.3138,26.3137
0.1680,26.3138,26.3137
0.1720,26.3138,26.3137
0.1760,26.3138,26.3137
0.1800,26.3138,26.3137
0.1840,26.3138,26.3137
0.1880,26.3138,26.3137
0.1920,26.3138,26.3137
0.1960,26.3138,26.3137
0.2000,26.3138,26.3137
0.2040,26.3138,26.3137
0.2080,26.3138,26.3137
0.2120,26.3138,26.3137
0.2160,26.3138,26.3137
0.2200,26.3138,26.3137
0.2240,26.3138,26.3137
0.2280,26.3138,26.3137
0.2320,26.3138,26.3137
0.2360,26.3138,26.3137
0.2400,26.3138,26.3137
0.2440,26.3138,26.3137
0.2480,26.3138,26.3137
0.2520,26.3138,26.3137
0.2560,26.3138,26.3137
0.2600,26.3138,26.3137
0.2640,26.3138,26.3137
0.2680,26.3138,26.3137
0.2720,26.3138,26.3137
0.2760,26.3138,26.3137
0.2800,26.3138,26.3137
0.2840,26.3138,26.3137
0.2880,26.3138,26.3137
0.2920,26.3138,26.3137
0.2960,26.3138,26.3137
0.3000,26.3138,26.3137
0.3040,26.3138,26.3137
0.3080,26.3138,26.3137
0.3120,26.3138,26.3137
0.3160,26.3138,26.3137
0.3200,26.3138,26.3137
0.3240,26.3138,26.3137
0.3280,26.3138,26.3137
0.3320,26.3138,26.3137
0.3360,26.3138,26.3137
0.3400,26.3138,26.3137
0.3440,26.3138,26.3137
0.3480,26.3138,26.3137
0.3520,26.3138,26.3137
0.3560,26.3138,26.3137
0.3600,26.3138,26.3137
0.3640,26.3138,26.3137
0.3680,26.3138,26.3137
0.3720,26.3138,26.3137
0.3760,26.3138,26.3137
0.3800,26.3138,26.3137
0.3840,26.3138,26.3137
0.3880,26.3138,26.3137
0.3920,26.3138,26.3137
0.3960,26.3138,26.3137
0.4000,26.3138,26.3137
0.4040,26.3138,26.3137
0.4080,26.3138,26.3137
0.4120,26.3138,26.3137
0.4160,26.3138,26.3137
0.4200,26.3138,26.3137
0.4240,26.3138,26.3137
0.4280,26.3138,26.3137
0.4320,26.3138,26.3137
0.4360,26.3138,26.3137
0.4400,26.3138,26.3137
0.4440,26.3138,26.3137
0.4480,26.3138,26.3137
0.4520,26.3138,26.3137
0.4560,26.3138,26.3137
0.4600,26.3138,26.3137
0.4640,26.3138,26.3137
