t_mono_s,source,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad
2151.406427,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.406800,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407067,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407223,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407359,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407497,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407628,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407759,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.407888,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408033,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408167,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408298,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408432,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408773,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.408903,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409038,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409167,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409349,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409545,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409700,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409830,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.409955,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.410095,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.410261,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.410519,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.410806,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.411100,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.411381,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.411624,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.411781,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.411922,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412067,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412197,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412329,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412460,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412734,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.412872,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.413012,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
2151.413145,sim,1.638889,0.399629,-2.487513,0.459262,-1.578400,0.116801
