t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0020,1783966659.5642,0,-1,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0086,1783966659.5708,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0180,1783966659.5803,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0184,1783966659.5807,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0258,1783966659.5880,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0390,1783966659.6012,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57084,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0498,1783966659.6120,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57083,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0502,1783966659.6125,1,0,3.0000,0.0000,1.42244,0.00069,-2.63052,1.05908,1.57083,0.11672,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0575,1783966659.6198,1,0,3.0000,0.0000,1.42244,0.00070,-2.63052,1.05908,1.57083,0.11673,-0.12762,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0738,1783966659.6361,1,0,3.0000,0.0000,1.42244,0.00070,-2.63053,1.05907,1.57081,0.11674,-0.12763,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0770,1783966659.6393,1,0,3.0000,0.0000,1.42244,0.00070,-2.63053,1.05907,1.57081,0.11674,-0.12763,-0.48153,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0947,1783966659.6570,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1088,1783966659.6711,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1114,1783966659.6736,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1117,1783966659.6740,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1173,1783966659.6796,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1275,1783966659.6897,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1380,1783966659.7002,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1467,1783966659.7090,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1736,1783966659.7358,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1739,1783966659.7361,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1754,1783966659.7376,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1757,1783966659.7379,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1899,1783966659.7521,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1913,1783966659.7536,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1916,1783966659.7538,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1921,1783966659.7543,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1966,1783966659.7588,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2082,1783966659.7704,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2197,1783966659.7819,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2275,1783966659.7897,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2388,1783966659.8011,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2486,1783966659.8108,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2700,1783966659.8323,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2760,1783966659.8383,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2765,1783966659.8387,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2772,1783966659.8395,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2876,1783966659.8499,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3115,1783966659.8738,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3123,1783966659.8745,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3125,1783966659.8748,1,0,3.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
