t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0032,1783968422.7348,1,0,5.5000,-0.0000,1.42244,0.00067,-2.63055,1.05912,1.57084,0.11671,-0.12762,-0.48152,0.03736,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0131,1783968422.7446,1,0,5.5000,-0.0000,1.42244,0.00067,-2.63055,1.05912,1.57084,0.11671,-0.12762,-0.48152,0.03736,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0231,1783968422.7547,1,0,5.5000,-0.0000,1.42244,0.00067,-2.63055,1.05912,1.57084,0.11671,-0.12762,-0.48152,0.03736,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0391,1783968422.7707,1,0,5.5000,-0.0000,1.42244,0.00067,-2.63055,1.05912,1.57084,0.11672,-0.12762,-0.48152,0.03736,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0466,1783968422.7782,1,0,5.5000,-0.0000,1.42244,0.00068,-2.63054,1.05911,1.57083,0.11673,-0.12763,-0.48152,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0521,1783968422.7837,1,0,5.5000,-0.0000,1.42244,0.00069,-2.63054,1.05910,1.57082,0.11673,-0.12763,-0.48152,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0634,1783968422.7950,1,0,5.5000,-0.0000,1.42244,0.00069,-2.63054,1.05909,1.57081,0.11674,-0.12763,-0.48152,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0743,1783968422.8059,1,0,5.5000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0842,1783968422.8158,1,0,5.5000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1259,1783968422.8575,1,0,5.5000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
