t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0040,1783957535.8170,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0044,1783957535.8174,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0048,1783957535.8178,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0109,1783957535.8239,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0112,1783957535.8242,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0212,1783957535.8342,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05904,1.57082,0.11673,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0424,1783957535.8554,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05905,1.57081,0.11674,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0426,1783957535.8556,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05905,1.57081,0.11674,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0445,1783957535.8575,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05905,1.57081,0.11674,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0449,1783957535.8579,1,0,4.0000,0.0000,1.42244,0.00070,-2.63054,1.05905,1.57081,0.11674,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0512,1783957535.8642,1,0,4.0000,0.0000,1.42244,0.00071,-2.63054,1.05906,1.57081,0.11674,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0663,1783957535.8793,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0667,1783957535.8797,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0691,1783957535.8821,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0695,1783957535.8825,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0802,1783957535.8932,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0893,1783957535.9023,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1046,1783957535.9176,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1154,1783957535.9284,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1207,1783957535.9337,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1210,1783957535.9340,1,0,4.0000,0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
