t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0134,1783956844.9622,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63059,1.05900,1.57082,0.11673,-0.12763,-0.48146,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0141,1783956844.9629,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63059,1.05900,1.57082,0.11673,-0.12763,-0.48146,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0228,1783956844.9716,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63059,1.05900,1.57082,0.11673,-0.12763,-0.48146,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0294,1783956844.9782,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63059,1.05900,1.57082,0.11673,-0.12763,-0.48146,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0409,1783956844.9897,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63059,1.05900,1.57082,0.11673,-0.12763,-0.48146,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0566,1783956845.0054,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63058,1.05901,1.57082,0.11674,-0.12763,-0.48147,0.03735,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0749,1783956845.0237,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63055,1.05904,1.57081,0.11675,-0.12763,-0.48150,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0822,1783956845.0310,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63054,1.05905,1.57080,0.11675,-0.12763,-0.48151,0.03737,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0954,1783956845.0442,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0995,1783956845.0483,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1105,1783956845.0593,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1205,1783956845.0693,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1290,1783956845.0778,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1413,1783956845.0901,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1495,1783956845.0983,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1623,1783956845.1111,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1626,1783956845.1114,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1757,1783956845.1245,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1760,1783956845.1248,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1808,1783956845.1296,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1812,1783956845.1301,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2003,1783956845.1491,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2005,1783956845.1494,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2144,1783956845.1632,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2398,1783956845.1887,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2438,1783956845.1926,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2441,1783956845.1929,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2867,1783956845.2355,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2871,1783956845.2359,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2946,1783956845.2434,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2948,1783956845.2436,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2952,1783956845.2440,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2954,1783956845.2443,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2965,1783956845.2453,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2967,1783956845.2455,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3123,1783956845.2611,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3427,1783956845.2915,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3432,1783956845.2920,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3437,1783956845.2925,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3487,1783956845.2975,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3490,1783956845.2978,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3728,1783956845.3216,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3840,1783956845.3328,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3849,1783956845.3337,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3852,1783956845.3340,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3905,1783956845.3393,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3906,1783956845.3395,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3992,1783956845.3481,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3997,1783956845.3485,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4093,1783956845.3582,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4099,1783956845.3587,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4216,1783956845.3704,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4305,1783956845.3793,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4307,1783956845.3795,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4430,1783956845.3918,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4514,1783956845.4002,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4666,1783956845.4154,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4669,1783956845.4157,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4698,1783956845.4186,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4705,1783956845.4193,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4807,1783956845.4295,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4899,1783956845.4387,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4989,1783956845.4477,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.4992,1783956845.4480,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5091,1783956845.4579,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5196,1783956845.4684,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5306,1783956845.4794,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5309,1783956845.4797,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5467,1783956845.4955,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5491,1783956845.4979,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5495,1783956845.4983,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5905,1783956845.5393,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.5909,1783956845.5397,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.6147,1783956845.5635,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.6151,1783956845.5639,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.6156,1783956845.5644,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.6363,1783956845.5851,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.6397,1783956845.5886,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
