t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0006,1783966957.5174,0,-1,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0065,1783966957.5233,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0114,1783966957.5282,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0118,1783966957.5286,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0242,1783966957.5409,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0245,1783966957.5412,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0340,1783966957.5508,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0344,1783966957.5512,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0464,1783966957.5632,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63045,1.05903,1.57084,0.11671,-0.12761,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0543,1783966957.5711,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63046,1.05903,1.57084,0.11672,-0.12762,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0547,1783966957.5715,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63046,1.05903,1.57084,0.11672,-0.12762,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0640,1783966957.5808,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63047,1.05904,1.57083,0.11672,-0.12762,-0.48156,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0754,1783966957.5922,1,0,4.0000,-0.0000,1.42244,0.00072,-2.63049,1.05905,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0861,1783966957.6029,1,0,4.0000,-0.0000,1.42244,0.00071,-2.63051,1.05906,1.57081,0.11674,-0.12763,-0.48153,0.03739,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0866,1783966957.6034,1,0,4.0000,-0.0000,1.42244,0.00071,-2.63051,1.05906,1.57081,0.11674,-0.12763,-0.48153,0.03739,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0983,1783966957.6151,1,0,4.0000,-0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1053,1783966957.6221,1,0,4.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1333,1783966957.6501,1,0,4.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
