t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0235,1783965842.8563,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63046,1.05902,1.57084,0.11672,-0.12762,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0238,1783965842.8566,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63046,1.05902,1.57084,0.11672,-0.12762,-0.48157,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0402,1783965842.8730,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63047,1.05903,1.57083,0.11672,-0.12762,-0.48156,0.03741,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0455,1783965842.8783,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63048,1.05903,1.57083,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0490,1783965842.8818,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63048,1.05903,1.57083,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0535,1783965842.8863,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63049,1.05904,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0550,1783965842.8878,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63049,1.05904,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0553,1783965842.8881,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63049,1.05904,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0557,1783965842.8885,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63049,1.05904,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0559,1783965842.8888,1,0,2.0000,-0.0000,1.42244,0.00072,-2.63049,1.05904,1.57082,0.11673,-0.12762,-0.48155,0.03740,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0786,1783965842.9114,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05906,1.57080,0.11675,-0.12763,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0872,1783965842.9200,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0883,1783965842.9211,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0888,1783965842.9216,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0897,1783965842.9225,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0901,1783965842.9229,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0906,1783965842.9234,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1018,1783965842.9346,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1077,1783965842.9405,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1081,1783965842.9409,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1189,1783965842.9517,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1270,1783965842.9598,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1383,1783965842.9711,1,0,2.0000,-0.0000,1.42244,0.00071,-2.63053,1.05907,1.57080,0.11675,-0.12764,-0.48152,0.03738,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
