t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0014,1783370014.3493,0,-1,1.0000,0.0000,1.42056,0.14182,-2.66687,1.00221,1.56171,0.11671,-0.13247,-0.45907,0.07205,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0049,1783370014.3528,0,-1,1.0000,0.0000,1.42047,0.14182,-2.66690,1.00200,1.56194,0.11690,-0.13239,-0.45901,0.07200,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0163,1783370014.3642,1,0,1.0000,0.0000,1.42056,0.14182,-2.66687,1.00220,1.56172,0.11672,-0.13246,-0.45907,0.07205,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0242,1783370014.3721,1,0,1.0000,0.0000,1.42056,0.14182,-2.66687,1.00221,1.56170,0.11671,-0.13247,-0.45907,0.07205,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0393,1783370014.3872,1,0,1.0000,0.0000,1.42056,0.14187,-2.66686,1.00216,1.56171,0.11671,-0.13247,-0.45907,0.07207,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0888,1783370014.4367,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0894,1783370014.4373,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0964,1783370014.4443,1,0,1.0000,0.0000,1.42056,0.14184,-2.66686,1.00244,1.56169,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0971,1783370014.4450,1,0,1.0000,0.0000,1.42056,0.14184,-2.66686,1.00244,1.56169,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1031,1783370014.4510,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1063,1783370014.4542,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1143,1783370014.4622,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1354,1783370014.4833,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1435,1783370014.4914,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1550,1783370014.5029,1,0,1.0000,0.0000,1.42048,0.14185,-2.66689,1.00224,1.56193,0.11690,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1646,1783370014.5125,1,0,1.0000,0.0000,1.42047,0.14185,-2.66689,1.00223,1.56194,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1853,1783370014.5332,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2352,1783370014.5831,1,0,1.0000,0.0000,1.42048,0.14185,-2.66689,1.00224,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2364,1783370014.5843,1,0,1.0000,0.0000,1.42048,0.14185,-2.66689,1.00224,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2374,1783370014.5853,1,0,1.0000,0.0000,1.42048,0.14185,-2.66689,1.00224,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2472,1783370014.5951,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2574,1783370014.6053,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2675,1783370014.6154,1,0,1.0000,0.0000,1.42048,0.14185,-2.66689,1.00224,1.56193,0.11690,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2956,1783370014.6435,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3054,1783370014.6533,1,0,1.0000,0.0000,1.42047,0.14185,-2.66689,1.00224,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3114,1783370014.6593,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3176,1783370014.6655,1,0,1.0000,0.0000,1.42047,0.14185,-2.66689,1.00223,1.56194,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3237,1783370014.6716,1,0,1.0000,0.0000,1.42047,0.14185,-2.66689,1.00224,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3510,1783370014.6989,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56171,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3521,1783370014.7000,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56171,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3592,1783370014.7071,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3758,1783370014.7237,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00243,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3842,1783370014.7321,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56171,0.11673,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3884,1783370014.7363,1,0,1.0000,0.0000,1.42047,0.14185,-2.66689,1.00223,1.56193,0.11691,-0.13238,-0.45907,0.07206,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.3996,1783370014.7475,1,0,1.0000,0.0000,1.42056,0.14185,-2.66686,1.00244,1.56170,0.11672,-0.13246,-0.45914,0.07211,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
