t_rel_s,t_unix,cycle,phase,setpoint_n,force_net_n,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0008,1783190544.2197,0,-1,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0061,1783190544.2251,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0211,1783190544.2401,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0270,1783190544.2459,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0397,1783190544.2586,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0481,1783190544.2670,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0560,1783190544.2749,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0705,1783190544.2895,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,-0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0826,1783190544.3015,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0908,1783190544.3097,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0912,1783190544.3101,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1031,1783190544.3220,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1229,1783190544.3418,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1311,1783190544.3501,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1425,1783190544.3614,1,0,3.0000,0.0000,1.44682,0.23328,-2.77748,0.97337,1.57080,0.00000,-0.14512,-0.38003,0.04653,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
